Date,Open,High,Low,Close,Adj Close,Volume
2019-05-20,44.820000,46.080002,44.709999,45.980000,44.175377,3667100
2019-05-21,46.259998,47.360001,46.200001,46.900002,45.059265,3570200
2019-05-22,46.790001,46.939999,46.290001,46.840000,45.001621,1986700
2019-05-23,46.470001,46.549999,45.630001,45.910000,44.108120,2021100
2019-05-24,45.990002,46.380001,45.590000,45.950001,44.146553,1173400
2019-05-28,45.939999,46.509998,45.430000,45.480000,43.694996,1727200
2019-05-29,45.389999,45.389999,43.509998,43.680000,41.965645,3058800
2019-05-30,43.570000,43.840000,42.470001,42.930000,41.245079,2552700
2019-05-31,42.459999,42.709999,42.020000,42.070000,40.418835,3134200
2019-06-03,42.080002,43.189999,42.009998,42.919998,41.235474,2531800
2019-06-04,43.549999,44.160000,43.360001,43.950001,42.225048,2728500
2019-06-05,44.369999,44.430000,43.180000,43.299999,41.600559,2639100
2019-06-06,43.200001,43.270000,42.380001,42.790001,41.110577,2748900
2019-06-07,43.150002,44.110001,42.950001,43.849998,42.128975,2290900
2019-06-10,43.939999,44.799999,43.759998,44.000000,42.273087,2310100
2019-06-11,44.520000,45.320000,44.340000,44.639999,42.887966,2914800
2019-06-12,44.439999,44.730000,43.970001,44.220001,42.484455,1705500
2019-06-13,44.220001,45.299999,44.209999,45.270000,43.493244,2029000
2019-06-14,45.250000,45.250000,44.099998,44.160000,42.426804,1732500
2019-06-17,44.410000,44.740002,43.980000,44.459999,42.715034,2183700
2019-06-18,44.779999,45.320000,44.360001,44.540001,42.791893,2254000
2019-06-19,44.810001,45.490002,44.799999,45.040001,43.272270,2121300
2019-06-20,45.700001,45.810001,44.349998,44.770000,43.012867,2082800
2019-06-21,44.759998,44.990002,44.360001,44.700001,42.945614,4091800
2019-06-24,44.799999,45.020000,44.259998,45.009998,43.243446,2642100
2019-06-25,45.209999,46.119999,44.830002,45.750000,43.954403,2753100
2019-06-26,45.779999,45.900002,45.160000,45.630001,43.839111,2738100
2019-06-27,45.630001,46.669998,45.540001,46.610001,44.780647,2649400
2019-06-28,46.290001,47.169998,46.009998,47.099998,45.723362,2720500
2019-07-01,47.430000,47.939999,47.130001,47.560001,46.169918,2980400
2019-07-02,47.500000,47.500000,46.689999,47.169998,45.791317,1795400
2019-07-03,47.669998,48.900002,47.439999,48.000000,46.597061,1949800
2019-07-05,47.740002,48.880001,47.540001,48.230000,46.820335,2244600
2019-07-08,47.750000,47.759998,46.299999,47.490002,46.101967,3798800
2019-07-09,47.169998,47.770000,46.840000,47.200001,45.820442,1970700
2019-07-10,47.430000,47.650002,46.869999,47.459999,46.072842,1882100
2019-07-11,49.049999,49.970001,47.869999,48.259998,46.849457,2952500
2019-07-12,48.080002,48.310001,47.060001,47.590000,46.199043,2413100
2019-07-15,47.590000,47.810001,47.070000,47.500000,46.111671,2114800
2019-07-16,47.180000,47.250000,46.090000,46.790001,45.422424,3525200
2019-07-17,46.500000,46.500000,44.919998,45.070000,43.752697,3211500
2019-07-18,44.799999,45.380001,44.410000,45.189999,43.869186,1998000
2019-07-19,45.250000,45.349998,44.730000,44.990002,43.675037,1385700
2019-07-22,45.139999,45.400002,44.389999,44.529999,43.228477,1663100
2019-07-23,44.660000,44.720001,43.980000,44.400002,43.102283,2678100
2019-07-24,44.490002,44.889999,44.209999,44.750000,43.442051,4842700
2019-07-25,44.840000,45.799999,44.660000,44.910000,43.597374,2888700
2019-07-26,45.070000,45.310001,44.880001,45.119999,43.801239,1472200
2019-07-29,45.189999,45.880001,45.119999,45.810001,44.471069,1825600
2019-07-30,45.430000,46.770000,45.090000,46.410000,45.053532,2797300
2019-07-31,46.310001,46.529999,45.290001,45.730000,44.393410,6371200
2019-08-01,46.500000,47.500000,46.349998,46.669998,45.305931,4735400
2019-08-02,46.439999,46.830002,45.259998,46.110001,44.762302,2157900
2019-08-05,45.750000,46.630001,45.220001,45.549999,44.218666,3769100
2019-08-06,45.480000,46.180000,42.049999,42.919998,41.665535,5465300
2019-08-07,42.380001,42.840000,41.029999,42.750000,41.500507,6580500
2019-08-08,43.639999,44.270000,42.349998,43.889999,42.607185,4805500
2019-08-09,43.919998,44.680000,43.509998,44.349998,43.053738,2061700
2019-08-12,44.200001,44.540001,43.630001,43.779999,42.500401,1813900
2019-08-13,43.970001,45.320000,43.560001,44.669998,43.364388,2161800
2019-08-14,44.099998,44.180000,42.380001,42.410000,41.170444,3352500
2019-08-15,42.540001,42.740002,41.910000,42.000000,40.772430,2113400
2019-08-16,42.209999,43.320000,42.130001,43.189999,41.927643,1924600
2019-08-19,43.639999,44.040001,43.360001,43.480000,42.209171,1661400
2019-08-20,44.080002,44.509998,43.650002,43.759998,42.480988,2541900
2019-08-21,43.419998,44.310001,43.200001,43.570000,42.296535,2140300
2019-08-22,43.869999,44.490002,43.709999,43.759998,42.480988,2637600
2019-08-23,43.540001,44.349998,42.549999,42.790001,41.539337,2863200
2019-08-26,43.220001,44.099998,43.220001,43.830002,42.548939,2280400
2019-08-27,43.360001,43.799999,41.830002,41.930000,40.704472,4308600
2019-08-28,41.740002,42.080002,41.250000,41.740002,40.520031,3283800
2019-08-29,42.180000,42.580002,41.849998,42.270000,41.034534,2957200
2019-08-30,42.430000,43.480000,42.430000,43.130001,41.869400,3234300
2019-09-03,42.759998,43.400002,42.130001,43.299999,42.034431,3418700
2019-09-04,43.840000,44.389999,43.529999,44.349998,43.053738,2606500
2019-09-05,44.790001,45.310001,44.299999,44.380001,43.082867,3069100
2019-09-06,44.509998,45.549999,44.439999,45.430000,44.102177,1908300
2019-09-09,45.320000,46.900002,45.320000,46.820000,45.451546,3392600
2019-09-10,46.650002,48.020000,46.360001,47.950001,46.548523,3966000
2019-09-11,48.040001,48.919998,47.419998,48.880001,47.451340,3009800
2019-09-12,49.000000,49.189999,47.910000,48.480000,47.063030,2486400
2019-09-13,48.660000,49.060001,47.830002,48.220001,46.810631,2077000
2019-09-16,47.500000,48.980000,47.349998,48.910000,47.480461,1989500
2019-09-17,49.049999,49.099998,48.220001,48.259998,46.849457,2215600
2019-09-18,48.169998,48.200001,47.610001,47.880001,46.480568,2460800
2019-09-19,48.049999,48.310001,47.730000,48.020000,46.616474,1976400
2019-09-20,48.240002,49.090000,47.619999,47.889999,46.490273,5779500
2019-09-23,47.700001,47.889999,46.560001,47.169998,45.791317,2337600
2019-09-24,47.310001,47.779999,46.750000,47.060001,45.684536,2417200
2019-09-25,46.959999,47.880001,46.680000,47.669998,46.276707,2559000
2019-09-26,47.660000,48.180000,46.509998,47.299999,45.917519,2017200
2019-09-27,47.549999,47.700001,46.900002,47.570000,46.179626,3159300
2019-09-30,47.000000,47.419998,46.959999,47.189999,46.278675,2461100
2019-10-01,47.509998,48.389999,47.060001,47.279999,46.366936,2496000
2019-10-02,46.889999,47.070000,45.660000,45.759998,44.876293,3253500
2019-10-03,45.590000,45.900002,44.799999,45.810001,44.925327,2503400
2019-10-04,45.880001,46.180000,45.340000,46.070000,45.180305,1859600
2019-10-07,46.090000,46.119999,45.400002,45.599998,44.719379,1845900
2019-10-08,45.270000,45.480000,44.680000,44.959999,44.091740,1962200
2019-10-09,45.259998,45.509998,45.160000,45.299999,44.425175,1940900
2019-10-10,45.299999,46.709999,45.299999,46.049999,45.160690,2431400
2019-10-11,46.720001,47.549999,46.720001,46.919998,46.013889,2043800
2019-10-14,46.759998,46.990002,46.480000,46.779999,45.876591,1458700
2019-10-15,47.250000,47.970001,47.029999,47.900002,46.974964,1807000
2019-10-16,49.110001,50.990002,48.299999,49.070000,48.122368,5924900
2019-10-17,49.189999,51.360001,49.189999,51.209999,50.221043,4493600
2019-10-18,51.070000,51.669998,50.740002,51.540001,50.544670,3655700
2019-10-21,51.130001,51.480000,49.150002,50.410000,49.436489,4647200
2019-10-22,50.490002,50.779999,49.730000,50.740002,49.760120,1950400
2019-10-23,50.430000,50.720001,49.709999,50.020000,49.054024,2091900
2019-10-24,50.169998,50.250000,49.139999,49.689999,48.730396,2007500
2019-10-25,49.700001,50.200001,49.150002,50.049999,49.083447,1933400
2019-10-28,50.040001,50.570000,49.970001,50.279999,49.309002,1382700
2019-10-29,50.139999,51.509998,49.820000,51.230000,50.240658,2313400
2019-10-30,50.480000,50.779999,49.369999,50.160000,49.191319,2807700
2019-10-31,49.880001,50.160000,49.070000,49.450001,48.495029,3952900
2019-11-01,49.750000,50.900002,49.459999,50.439999,49.465912,2035500
2019-11-04,50.650002,51.889999,50.500000,51.740002,50.740807,2398300
2019-11-05,52.000000,52.720001,51.470001,51.500000,50.505444,3111900
2019-11-06,51.490002,51.959999,51.009998,51.430000,50.436794,3042100
2019-11-07,54.240002,54.759998,52.689999,53.200001,52.172611,4773500
2019-11-08,52.950001,53.860001,52.299999,53.750000,52.711990,3366200
2019-11-11,53.200001,53.720001,52.820000,53.680000,52.643341,3544800
2019-11-12,53.639999,54.189999,53.529999,54.029999,52.986580,3432900
2019-11-13,53.810001,54.939999,53.540001,54.790001,53.731907,3378300
2019-11-14,54.849998,55.330002,54.590000,54.750000,53.692677,4312300
2019-11-15,54.930000,56.270000,54.750000,56.240002,55.153908,3373300
2019-11-18,56.139999,56.689999,55.810001,56.009998,54.928341,2719900
2019-11-19,56.240002,56.369999,55.650002,55.680000,54.604717,2137000
2019-11-20,55.310001,55.810001,55.090000,55.410000,54.339931,2686400
2019-11-21,55.419998,55.619999,54.860001,55.169998,54.104565,2301300
2019-11-22,55.330002,55.990002,55.250000,55.689999,54.614525,2061900
2019-11-25,55.990002,56.490002,55.619999,56.349998,55.261776,2111100
2019-11-26,56.240002,56.240002,53.759998,54.209999,53.163105,5571600
2019-11-27,54.209999,55.259998,54.150002,55.220001,54.153603,1988800
2019-11-29,54.919998,55.270000,54.750000,55.029999,53.967270,833400
2019-12-02,55.029999,55.070000,54.509998,54.639999,53.584805,1622200
2019-12-03,54.270000,54.599998,53.830002,54.529999,53.476925,1900100
2019-12-04,54.740002,55.070000,54.450001,54.779999,53.722099,1753800
2019-12-05,54.869999,55.029999,54.220001,54.250000,53.202335,1924800
2019-12-06,54.610001,55.090000,54.500000,54.869999,53.810360,1525900
2019-12-09,54.709999,54.810001,54.029999,54.340000,53.290596,1581800
2019-12-10,54.209999,54.220001,53.450001,53.820000,52.780640,1823200
2019-12-11,53.709999,54.349998,53.700001,54.279999,53.231754,1691100
2019-12-12,54.380001,55.020000,54.110001,54.660000,53.604416,1533200
2019-12-13,54.470001,54.759998,53.590000,53.660000,52.623730,1568600
2019-12-16,53.259998,53.980000,52.630001,53.700001,52.662956,2872500
2019-12-17,53.570000,53.599998,51.000000,51.570000,50.574089,3657100
2019-12-18,51.240002,51.580002,50.830002,51.099998,50.113163,2624300
2019-12-19,51.349998,51.459999,50.500000,50.610001,49.632629,1920900
2019-12-20,51.090000,52.029999,50.509998,51.799999,50.799648,4939500
2019-12-23,51.810001,51.939999,51.110001,51.130001,50.142586,1402200
2019-12-24,51.369999,51.770000,51.080002,51.290001,50.299500,535400
2019-12-26,51.349998,51.450001,50.919998,51.169998,50.181812,839600
2019-12-27,51.139999,51.610001,50.750000,51.500000,50.505444,1427100
2019-12-30,51.470001,51.660000,50.700001,50.770000,49.789539,1648900
2019-12-31,50.130001,50.900002,50.099998,50.580002,50.077751,1908300
2020-01-02,50.919998,51.009998,49.480000,50.090000,49.592613,2824600
2020-01-03,49.320000,49.799999,49.139999,49.360001,48.869865,1876300
2020-01-06,49.259998,49.820000,48.930000,49.770000,49.275791,2410200
2020-01-07,49.610001,49.990002,49.330002,49.790001,49.295593,1818700
2020-01-08,49.680000,50.310001,49.259998,50.060001,49.562912,1727100
2020-01-09,50.200001,50.439999,49.669998,50.299999,49.800529,1747000
2020-01-10,50.400002,50.720001,49.880001,50.630001,50.127254,2298200
2020-01-13,50.529999,50.560001,49.799999,50.439999,49.939137,2526500
2020-01-14,50.939999,52.459999,50.939999,52.450001,51.929180,3186300
2020-01-15,52.270000,54.119999,52.040001,53.810001,53.275677,4023200
2020-01-16,54.169998,54.520000,53.610001,54.419998,53.879616,2710300
2020-01-17,54.529999,54.639999,53.630001,53.930000,53.394485,2566400
2020-01-21,53.889999,54.400002,53.500000,54.009998,53.473686,1874000
2020-01-22,54.369999,55.490002,54.220001,55.320000,54.770679,3059800
2020-01-23,55.209999,55.220001,54.540001,54.869999,54.325150,3333100
2020-01-24,54.950001,54.950001,52.750000,53.820000,53.285576,2107200
2020-01-27,52.849998,53.590000,52.020000,53.380001,52.849945,2511400
2020-01-28,53.759998,54.080002,53.150002,53.799999,53.265774,2089200
2020-01-29,53.930000,54.400002,53.410000,53.740002,53.206371,1748600
2020-01-30,53.490002,53.869999,52.509998,53.290001,52.760841,1919500
2020-01-31,53.000000,53.169998,50.900002,51.209999,50.701492,7692100
2020-02-03,51.430000,52.180000,51.090000,51.259998,50.750996,1905500
2020-02-04,52.060001,52.680000,51.540001,51.590000,51.077721,3443800
2020-02-05,52.090000,53.450001,52.040001,52.680000,52.156895,5655600
2020-02-06,57.549999,59.799999,56.840000,58.259998,57.681484,6735000
2020-02-07,59.090000,60.480000,57.740002,58.240002,57.661690,4384700
2020-02-10,58.250000,59.700001,58.000000,59.189999,58.602253,3616600
2020-02-11,59.250000,59.470001,58.349998,59.410000,58.820068,2611300
2020-02-12,60.000000,60.689999,59.689999,60.130001,59.532921,2290600
2020-02-13,59.540001,60.320000,59.369999,59.400002,58.810169,1953300
2020-02-14,59.189999,59.790001,57.610001,59.619999,59.027981,3284900
2020-02-18,59.599998,59.990002,58.779999,59.009998,58.424038,2276300
2020-02-19,58.900002,59.369999,58.660000,59.349998,58.760662,1896900
2020-02-20,59.090000,60.529999,58.759998,60.419998,59.820038,2688000
2020-02-21,60.169998,60.389999,59.500000,59.720001,59.126991,2275400
2020-02-24,58.209999,58.939999,57.910000,58.139999,57.562679,2105300
2020-02-25,58.500000,58.799999,55.259998,55.439999,54.889488,2764400
2020-02-26,55.450001,56.750000,54.990002,55.009998,54.463757,3160700
2020-02-27,54.240002,55.380001,52.240002,52.250000,51.731167,4825700
2020-02-28,50.580002,52.150002,49.490002,52.119999,51.602455,6367000
2020-03-02,52.310001,54.020000,51.770000,54.020000,53.483589,4630300
2020-03-03,53.980000,54.889999,51.509998,52.959999,52.434116,3434500
2020-03-04,54.790001,56.090000,53.230000,54.630001,54.087536,4431300
2020-03-05,53.209999,54.160000,51.820000,52.480000,51.958881,3369700
2020-03-06,50.860001,52.169998,50.029999,51.270000,50.760899,2889200
2020-03-09,48.000000,49.740002,47.110001,47.930000,47.454063,4876900
2020-03-10,49.200001,49.820000,46.900002,49.709999,49.216389,3013700
2020-03-11,48.459999,49.330002,47.610001,48.650002,48.166916,3576300
2020-03-12,45.750000,46.000000,42.360001,42.389999,41.969074,4218300
2020-03-13,44.380001,47.750000,42.560001,47.619999,47.147141,4410300
2020-03-16,42.590000,46.869999,42.160000,44.220001,43.780903,3499900
2020-03-17,44.919998,48.549999,43.599998,47.759998,47.285748,3982900
2020-03-18,45.099998,49.189999,41.500000,45.700001,45.246208,3776200
2020-03-19,45.160000,46.330002,42.119999,43.790001,43.355175,2538300
2020-03-20,44.830002,46.070000,42.299999,43.330002,42.899742,3900000
2020-03-23,42.900002,43.000000,39.049999,41.000000,40.592876,3344700
2020-03-24,41.799999,44.180000,40.970001,43.540001,43.107655,3275000
2020-03-25,43.660000,46.189999,41.930000,42.250000,41.830463,3625900
2020-03-26,42.619999,45.669998,41.810001,45.400002,44.949188,3516200
2020-03-27,44.000000,45.549999,43.160000,44.380001,43.939316,3046600
2020-03-30,46.250000,48.669998,45.860001,48.439999,47.958996,3754800
2020-03-31,48.830002,50.189999,46.990002,47.939999,47.939999,6194700
2020-04-01,46.150002,48.110001,46.000000,47.709999,47.709999,3426400
2020-04-02,46.939999,47.549999,44.580002,46.419998,46.419998,3265600
2020-04-03,45.790001,47.180000,45.580002,46.610001,46.610001,2567900
2020-04-06,48.400002,49.740002,47.360001,49.349998,49.349998,3545500
2020-04-07,50.470001,50.770000,47.790001,47.880001,47.880001,2407300
2020-04-08,48.360001,49.830002,47.389999,49.400002,49.400002,2659300
2020-04-09,49.230000,50.790001,49.230000,50.430000,50.430000,2012600
2020-04-13,50.330002,50.330002,48.650002,49.029999,49.029999,1775300
2020-04-14,50.150002,50.980000,49.320000,50.689999,50.689999,1917200
